"Make","Model","Fuel Type","Vehicle Type"
"ABARTH","500E","BEV","CAR"
"ABARTH","500E SCORPIONISSIMA","BEV","CAR"
"ABARTH","500E TURISMO","BEV","CAR"
"ABARTH","MODEL 3 STANDARD RANGE +","BEV","CAR"
"AUDI","E-TRON EDITION 1 55 QUATTRO","BEV","CAR"
"AUDI","E-TRON GT VORSPRUNG QUATTRO","BEV","CAR"
"AUDI","E-TRON S VORSPRUNG QUATTRO","BEV","CAR"
"AUDI","E-TRON VORSPRUNG 50 QUATTRO","BEV","CAR"
"AUDI","E-TRON SPORT 55 QUATTRO","BEV","CAR"
"AUDI","E-TRON 55 QUATTRO","BEV","CAR"
"AUDI","E-TRON TECHNIK 55 QUATTRO","BEV","CAR"
"AUDI","E-TRON S LINE 55 QUATTRO","BEV","CAR"
"AUDI","E-TRON LAUNCH ED 55 QUAT","BEV","CAR"
"AUDI","E-TRON S LINE 50 QUATTRO","BEV","CAR"
"AUDI","E-TRON BLACK EDITION 55 QUAT","BEV","CAR"
"AUDI","E-TRON SPORT 50 QUATTRO","BEV","CAR"
"AUDI","A3 S LINE COMP 45 TFSI E SA","PHEV","CAR"
"AUDI","A3 E-TRON 40 S-A","PHEV","CAR"
"AUDI","E-TRON LAUNCH EDITION 50 QUAT","BEV","CAR"
"AUDI","E-TRON GT QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON BLACK ED 45 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON BLACK ED 50 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON BLACK ED 55 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON BLACK EDITION 40","BEV","CAR"
"AUDI","Q4 E-TRON EDITION 1 45","BEV","CAR"
"AUDI","Q4 E-TRON EDITION 1 50 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON EDITION 1 55 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON S LINE 45 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON S LINE 50 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON S LINE 55 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON S LINE LAUNCH ED 40","BEV","CAR"
"AUDI","Q4 E-TRON SPORT 55 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON VORSPRUNG 35","BEV","CAR"
"AUDI","Q4 E-TRON VORSPRUNG 40","BEV","CAR"
"AUDI","Q4 E-TRON VORSPRUNG 45","BEV","CAR"
"AUDI","Q4 E-TRON VORSPRUNG 50 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON VORSPRUNG 55 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON SPORT 50 QUATTRO","BEV","CAR"
"AUDI","RS E-TRON GT CARBON VORSPRUNG","BEV","CAR"
"AUDI","RS E-TRON GT CARBON BLACK","BEV","CAR"
"AUDI","Q4 E-TRON SPORT 35","BEV","CAR"
"AUDI","Q4 E-TRON S LINE 40","BEV","CAR"
"AUDI","RS E-TRON GT","BEV","CAR"
"AUDI","Q4 E-TRON SPORT 40","BEV","CAR"
"AUDI","Q8 E-TRON SPORT 50 QUATTRO","BEV","CAR"
"AUDI","Q4 E-TRON EDITION 1 35","BEV","CAR"
"AUDI","Q4 E-TRON SPORT 45","BEV","CAR"
"AUDI","Q4 E-TRON S LINE 35","BEV","CAR"
"AUDI","Q4 E-TRON BLACK EDITION 45","BEV","CAR"
"AUDI","Q4 E-TRON S LINE 45","BEV","CAR"
"AUDI","Q4 E-TRON EDITION 1 40","BEV","CAR"
"AUDI","Q4 E-TRON SPORT 45 QUATTRO","BEV","CAR"
"AUDI","Q3 S LINE VSPRUNG 45 TFSI E SA","PHEV","CAR"
"AUDI","Q3 S LINE BLCK ED 45 TFSI E SA","PHEV","CAR"
"AUDI","Q3 S LINE 45 TFSI E S-A","PHEV","CAR"
"AUDI","Q3 TECHNIK 45 TFSI E S-A","PHEV","CAR"
"AUDI","A3 S LNE V-SPRNG 40TDI","PHEV","CAR"
"AUDI","A3 S LINE COMP 45","PHEV","CAR"
"AUDI","Q4 E-TRON S LINE 55","BEV","CAR"
"AUDI","Q6 E-TRON PERFORMANCE S LINE","BEV","CAR"
"AUDI","E-TRON S QUATTRO","BEV","CAR"
"AUDI","E-TRON VORSPRUNG 55 QUATTRO","BEV","CAR"
"AUDI","A6 E-TRON LAUNCH EDITION","BEV","CAR"
"AUDI","Q5 S LN COMP 55","PHEV","CAR"
"AUDI","A6 S LINE 50 TFSI","PHEV","CAR"
"AUDI","Q5 COMP 55 TFSI E QUATTRO S-A","PHEV","CAR"
"AUDI","Q5 S LNE VOR 50 TFSI E QUAT SA","PHEV","CAR"
"AUDI","Q5 S LN ED 1 50 TFSI E QUAT SA","PHEV","CAR"
"AUDI","Q5 COMP VOR 55 TFSI E QUAT S-A","PHEV","CAR"
"AUDI","Q5 VOR COMP 55 TFSI E QUAT S-A","PHEV","CAR"
"AUDI","Q5 S LN COMP 55 TFSI E QUAT SA","PHEV","CAR"
"AUDI","Q5 SLN BLK ED 50TFSI E QUAT SA","PHEV","CAR"
"AUDI","Q5 S LINE 50 TFSI E QUATTRO SA","PHEV","CAR"
"AUDI","Q5 SPORT 50 TFSI E QUATTRO S-A","PHEV","CAR"
"AUDI","E-TRON TECHNIK 50 QUATTRO","BEV","CAR"
"AUDI","E-TRON BLACK EDITION 50 QUAT","BEV","CAR"
"AUDI","A3 SPORT 40 TFSI E S-A","PHEV","CAR"
"AUDI","A3 S LINE 40 TFSI E S-A","PHEV","CAR"
"AUDI","A3 S LINE 40 TFSI","PHEV","CAR"
"AUDI","A3 SPORT 40 TFSI E","PHEV","CAR"
"AUDI","Q4 E-TRON S LINE 50","BEV","CAR"
"AUDI","A6 COMP 55 TFSI E","PHEV","CAR"
"AUDI","A3 E-TRON S-A","PHEV","CAR"
"AUDI","Q3 TECHNIK 45 TFSI E","PHEV","CAR"
"AUDI","Q3 S LINE VSPRUNG 45","PHEV","CAR"
"AUDI","A6 SPORT 50 TFSI E","PHEV","CAR"
"AUDI","Q5 S LINE 50 TFSI","PHEV","CAR"
"AUDI","Q4 E-TRON S LINE LAUNCH","BEV","CAR"
"BMW","740E EXCLUSIVE AUTO","PHEV","CAR"
"BMW","740E AUTO","PHEV","CAR"
"BMW","740E M SPORT AUTO","PHEV","CAR"
"BMW","545E XDRIVE M SPORT AUTO","PHEV","CAR"
"BMW","225XE LUXURY AUTO","PHEV","CAR"
"BMW","225XE SPORT PHEV AUTO","PHEV","CAR"
"BMW","530E XDRIVE SE AUTO","PHEV","CAR"
"BMW","545E XDRIVE M SPORT EDITION A","PHEV","CAR"
"BMW","545E XDRIVE SE AUTO","PHEV","CAR"
"BMW","550E XDRIVE M SPORT AUTO","PHEV","CAR"
"BMW","5 ACTIVEHYBRID AUTO","PHEV","CAR"
"BMW","550E XDRIVE M SPORT PRO AUTO","PHEV","CAR"
"BMW","530E XDRIVE M SPORT EDITION A","PHEV","CAR"
"BMW","530E M SPORT PRO AUTO","PHEV","CAR"
"BMW","530E M SPORT EDITION AUTO","PHEV","CAR"
"BMW","225XE SPORT PREMIUM AUTO","PHEV","CAR"
"BMW","530E SE AUTO","PHEV","CAR"
"BMW","530E M SPORT AUTO","PHEV","CAR"
"BMW","225XE M SPORT PREMIUM AUTO","PHEV","CAR"
"BMW","225XE M SPORT AUTO","PHEV","CAR"
"BMW","530E XDRIVE M SPORT AUTO","PHEV","CAR"
"BMW","I4 M50 KITH EDITION","BEV","CAR"
"BMW","IX XDRIVE50 M SPORT EDITION","BEV","CAR"
"BMW","IX XDRIVE50 SPORT","BEV","CAR"
"BMW","IX M60","BEV","CAR"
"BMW","750E XDRIVE EXCELLENCE AUTO","PHEV","CAR"
"BMW","I3","BEV","CAR"
"BMW","I4 EDRIVE40 M SPORT","BEV","CAR"
"BMW","I3S","BEV","CAR"
"BMW","I4 M50","BEV","CAR"
"BMW","IX1 EDRIVE20 M SPORT","BEV","CAR"
"BMW","IX XDRIVE50 M SPORT","BEV","CAR"
"BMW","IX3 M SPORT","BEV","CAR"
"BMW","X2 XDRIVE25E M MESH EDITION A","PHEV","CAR"
"BMW","X1 XDRIVE25E M SPORT AUTO","PHEV","CAR"
"BMW","X1 XDRIVE30E XLINE AUTO","PHEV","CAR"
"BMW","X1 XDRIVE25E SPORT AUTO","PHEV","CAR"
"BMW","X1 XDRIVE30E M SPORT AUTO","PHEV","CAR"
"BMW","X5 XDRIVE45E M SPORT AUTO","PHEV","CAR"
"BMW","IX3 PREMIER EDITION","BEV","CAR"
"BMW","X3 XDRIVE30E XLINE AUTO","PHEV","CAR"
"BMW","IX3 PREMIER EDITION PRO","BEV","CAR"
"BMW","X5 XDRIVE45E XLINE AUTO","PHEV","CAR"
"BMW","I4 EDRIVE40 SPORT","BEV","CAR"
"BMW","X5 XDRIVE40E M SPORT AUTO","PHEV","CAR"
"BMW","X5 XD45E M SPT BLCK VRMLN ED A","PHEV","CAR"
"BMW","IX3 M SPORT PRO","BEV","CAR"
"BMW","X1 XDRIVE25E XLINE AUTO","PHEV","CAR"
"BMW","IX2 XDRIVE 30 M SPORT","BEV","CAR"
"BMW","IX XDRIVE40 SPORT EDITION","BEV","CAR"
"BMW","X3 XDRIVE30E SE AUTO","PHEV","CAR"
"BMW","X3 XDRIVE30E M SPORT AUTO","PHEV","CAR"
"BMW","IX XDRIVE40 M SPORT EDITION","BEV","CAR"
"BMW","IX1 EDRIVE20 SPORT","BEV","CAR"
"BMW","IX XDRIVE40 SPORT","BEV","CAR"
"BMW","IX1 EDRIVE20 XLINE","BEV","CAR"
"BMW","IX2 EDRIVE20 M SPORT","BEV","CAR"
"BMW","I4 EDRIVE35 SPORT","BEV","CAR"
"BMW","IX1 XDRIVE 30 X LINE","BEV","CAR"
"BMW","I5 EDRIVE40 M SPORT PRO","BEV","CAR"
"BMW","I4 EDRIVE35 M SPORT","BEV","CAR"
"BMW","I8 PROTONIC RED EDITION","PHEV","CAR"
"BMW","I8 PROTONIC FROZEN BLACK ED","PHEV","CAR"
"BMW","I8","PHEV","CAR"
"BMW","I8 PROTONIC DARK SILVER ED","PHEV","CAR"
"BMW","I8 PROTONIC FROZEN YELLOW ED","PHEV","CAR"
"BMW","X5 XDRIVE50E M SPORT AUTO","PHEV","CAR"
"BMW","740LE XDRIVE M SPORT AUTO","PHEV","CAR"
"BMW","750E XDRIVE M SPORT AUTO","PHEV","CAR"
"BMW","745E AUTO","PHEV","CAR"
"BMW","745E M SPORT AUTO","PHEV","CAR"
"BMW","745LE XDRIVE M SPORT AUTO","PHEV","CAR"
"BMW","740LE XDRIVE EXCLUSIVE AUTO","PHEV","CAR"
"BMW","745LE XDRIVE AUTO","PHEV","CAR"
"BMW","COOPER S ELECTRIC LEVEL 2","PHEV","CAR"
"BMW","I3S RANGE EXTENDER","BEV","CAR"
"BMW","330E XDRIVE SPORT PRO AUTO","PHEV","CAR"
"BMW","330E SE AUTO","PHEV","CAR"
"BMW","330E XDRIVE M SPORT PRO ED A","PHEV","CAR"
"BMW","330E SPORT PRO AUTO","PHEV","CAR"
"BMW","330E M SPORT AUTO","PHEV","CAR"
"BMW","330E SE PRO AUTO","PHEV","CAR"
"BMW","330E XDRIVE SE PRO AUTO","PHEV","CAR"
"BMW","330E M SPORT PRO EDITION AUTO","PHEV","CAR"
"BMW","330E XDRIVE SPORT AUTO","PHEV","CAR"
"BMW","330E SPORT AUTO","PHEV","CAR"
"BMW","330E M SPORT SHADOW EDITION A","PHEV","CAR"
"BMW","330E M SPORT + EDITION AUTO","PHEV","CAR"
"BMW","330E XDRIVE M SPORT AUTO","PHEV","CAR"
"BMW","I3 RANGE EXTENDER","BEV","CAR"
"BMW","IX XDRIVE40 M SPORT","BEV","CAR"
"BMW","IX1 XDRIVE 30 M SPORT","BEV","CAR"
"BMW","X2 XDRIVE25E M SPORT X AUTO","PHEV","CAR"
"BMW","X2 XDRIVE25E M SPORT AUTO","PHEV","CAR"
"BMW","X2 XDRIVE25E SPORT AUTO","PHEV","CAR"
"BMW","X5 XDRIVE40E SE AUTO","PHEV","CAR"
"BMW","330E LUXURY AUTO","PHEV","CAR"
"BYD","ATTO 3","BEV","CAR"
"BYD","DOLPHIN COMFORT EV","BEV","CAR"
"BYD","ATTO 3 COMFORT","BEV","CAR"
"BYD","DOLPHIN DESIGN EV","BEV","CAR"
"BYD","SEAL EXCELLENCE EV AWD","BEV","CAR"
"BYD","SEAL DESIGN EV","BEV","CAR"
"BYD","ATTO 3 DESIGN","BEV","CAR"
"CITROEN","BERLINGO 500E ELECTRIQUE","BEV","CAR"
"CITROEN","BERLINGO 550 LX L2 ELECTRIC","BEV","LCV"
"CITROEN","BERLINGO 635 ENTERPRISE EV CVT","BEV","LCV"
"CITROEN","BERLINGO 635 LX ELECTRIC","BEV","LCV"
"CITROEN","BERLINGO 635 LX ELECTRIC CVT","BEV","LCV"
"CITROEN","BERLINGO E500","BEV","LCV"
"CITROEN","E-BERLINGO 700 ENTERPRISE ED","BEV","LCV"
"CITROEN","E-BERLINGO 700 ENTERPRISE PRO","BEV","LCV"
"CITROEN","E-BERLINGO 750 DRIVER EDITION","BEV","LCV"
"CITROEN","E-BERLINGO 750 ENTERPRISE ED","BEV","LCV"
"CITROEN","E-BERLINGO 800 DRIVER EDITION","BEV","LCV"
"CITROEN","E-BERLINGO 800 DRIVER PRO","BEV","LCV"
"CITROEN","E-BERLINGO 800 ENTERPRISE PRO","BEV","LCV"
"CITROEN","E-BERLINGO DRIVER","BEV","LCV"
"CITROEN","E-BERLINGO ENTERPRISE","BEV","LCV"
"CITROEN","E-BERLINGO MAX","BEV","CAR"
"CITROEN","E-BERLINGO PLUS","BEV","CAR"
"CITROEN","E-C4 E-SERIES","BEV","CAR"
"CITROEN","E-C4 MAX","BEV","CAR"
"CITROEN","E-C4 SENSE","BEV","CAR"
"CITROEN","E-BERLINGO FLAIR XTR","BEV","CAR"
"CITROEN","E-C4 C-SERIES EDITION","BEV","CAR"
"CITROEN","E-BERLINGO 800 ENTERPRISE ED","BEV","LCV"
"CITROEN","E-BERLINGO 750 ENTERPRISE PRO","BEV","LCV"
"CITROEN","E-C4 SHINE EDITION","BEV","CAR"
"CITROEN","E-C4 X MAX","BEV","CAR"
"CITROEN","E-C4 X SENSE","BEV","CAR"
"CITROEN","E-C4 X YOU","BEV","CAR"
"CITROEN","E-C4 YOU","BEV","CAR"
"CITROEN","E-SPACETOURER BUSINESS","BEV","CAR"
"CITROEN","E-SPACETOURER BUSINESS EDITION","BEV","CAR"
"CITROEN","E-SPACETOURER BUSINESS LOUNGE","BEV","CAR"
"CITROEN","E-SPACETOURER FEEL","BEV","CAR"
"CITROEN","E-SPACETOURER FLAIR","BEV","CAR"
"CITROEN","E-SPACETOURER YOU","BEV","CAR"
"CITROEN","E-C4 SHINE +","BEV","CAR"
"CITROEN","E-C4 SENSE +","BEV","CAR"
"CITROEN","E-C4 SHINE","BEV","CAR"
"CITROEN","E-C4 X SHINE","BEV","CAR"
"CITROEN","E-C4 X SHINE +","BEV","CAR"
"CITROEN","E-C4 X E-SERIES","BEV","CAR"
"CITROEN","E-DISPATCH 1000 ENTERPRISE PRO","BEV","LCV"
"CITROEN","E-BERLINGO FEEL","BEV","CAR"
"CITROËN","E-BERLINGO MAX","BEV","CAR"
"CITROËN","E-C4 SHINE +","BEV","CAR"
"CITROËN","E-C4 X E-SERIES","BEV","CAR"
"CITROËN","E-BERLINGO FEEL","BEV","CAR"
"CITROËN","E-C4 SHINE","BEV","CAR"
"CITROËN","E-C4 E-SERIES","BEV","CAR"
"CITROËN","E-C4 X SHINE","BEV","CAR"
"CITROËN","E-BERLINGO PLUS","BEV","CAR"
"CITROËN","E-BERLINGO 800 ENTERPRISE PRO","BEV","CAR"
"CUPRA","FORMENTOR VZ2 PHEV S-A","PHEV","CAR"
"CUPRA","BORN V1 EV","BEV","CAR"
"CUPRA","BORN V2 EV","BEV","CAR"
"CUPRA","BORN V3 EV","BEV","CAR"
"CUPRA","LEON VZ2 PHEV S-A","PHEV","CAR"
"CUPRA","FORMENTOR VZ1 PHEV S-A","PHEV","CAR"
"CUPRA","LEON FIRST EDITION PHEV S-A","PHEV","CAR"
"CUPRA","FORMENTOR V2 PHEV S-A","PHEV","CAR"
"CUPRA","FORMENTOR V1 PHEV S-A","PHEV","CAR"
"CUPRA","BORN VZ EV","BEV","CAR"
"CUPRA","LEON VZ3 DESGN EDITION PHEV SA","PHEV","CAR"
"CUPRA","LEON VZ2 DESGN EDITION PHEV SA","PHEV","CAR"
"CUPRA","LEON VZ3 PHEV S-A","PHEV","CAR"
"CUPRA","TAVASCAN V1 EV","BEV","CAR"
"DACIA","SPRING EXTREME EV","BEV","CAR"
"DS","DS 3 CROSSBACK ETENSE ELEGANCE","BEV","CAR"
"DS","DS 3 CROSSBACK LA PREMIERE EV","BEV","CAR"
"DS","DS 3 CROSSBACK LOUVRE EV","BEV","CAR"
"DS","DS 3 CROSSBACK PFRMNC LNE + EV","BEV","CAR"
"DS","DS 3 CROSSBACK PRFRMNC LINE EV","BEV","CAR"
"DS","DS 3 CROSSBACK ULTRA PRSTGE EV","BEV","CAR"
"DS","DS 3 CROSSBACK PRESTIGE EV","BEV","CAR"
"DS","DS 3 CROSSBACK RIVOLI EV","BEV","CAR"
"DS","DS3 OPERA E-TENSE EV","BEV","CAR"
"DS","DS3 PERFORMANCE LINE ETENSE EV","BEV","CAR"
"DS","DS3 PERFORMNCE LNE + ETENSE EV","BEV","CAR"
"DS","DS3 RIVOLI E-TENSE EV","BEV","CAR"
"DS","DS 3 CROSSBACK PFRMNC LNE","BEV","CAR"
"DS","DS 3 CROSSBACK PRFRMNC LINE","BEV","CAR"
"DS","DS 3 CROSSBACK BASTILLE EV","BEV","CAR"
"DS AUTOMOBILES","DS 3 CROSSBACK BASTILLE EV","BEV","CAR"
"DS AUTOMOBILES","DS 3 CROSSBACK ULTRA PRSTGE","BEV","CAR"
"DS AUTOMOBILES","DS 3 CROSSBACK LA PREMIERE","BEV","CAR"
"DS AUTOMOBILES","DS 3 CROSSBACK RIVOLI EV","BEV","CAR"
"FIAT","MOKKA GS EV","BEV","CAR"
"FIAT","500L","BEV","CAR"
"FIAT","600 D","BEV","CAR"
"FIAT","600E","BEV","CAR"
"FIAT","500E ICON","BEV","CAR"
"FIAT","500E LA PRIMA","BEV","CAR"
"FIAT","500E ACTION","BEV","CAR"
"FIAT","500E PASSION","BEV","CAR"
"FIAT","600E RED","BEV","CAR"
"FIAT","500E RED","BEV","CAR"
"FIAT","600E LA PRIMA","BEV","CAR"
"FIAT","500E","BEV","CAR"
"FIAT","I3","BEV","CAR"
"FORD","E-TRANSIT 350 LEADER","BEV","LCV"
"FORD","E-TRANSIT 350 TREND","BEV","LCV"
"FORD","E-TRANSIT 390 TREND","BEV","LCV"
"FORD","E-TRANSIT 425 TREND","BEV","CAR"
"FORD","MACH E COLEMAN MILNE AUTO","BEV","CAR"
"FORD","MUSTANG AUTO","BEV","CAR"
"FORD","MUSTANG MACH-E FST ED XRNG AWD","BEV","CAR"
"FORD","MUSTANG MACH-E PRM EXT RNG AWD","BEV","CAR"
"FORD","MUSTANG MACH-E PRM EXT RNG RWD","BEV","CAR"
"FORD","MUSTANG MACH-E SEL STD RNG RWD","BEV","CAR"
"FORD","TRANSIT","BEV","LCV"
"FORD","TRANSIT 100 T330S RWD","BEV","LCV"
"FORD","TRANSIT 100 T350L RWD","BEV","LCV"
"FORD","TRANSIT 100 T350M RWD","BEV","LCV"
"FORD","TRANSIT 100 T430EF RWD","BEV","LCV"
"FORD","TRANSIT 100D LWB","BEV","LCV"
"FORD","TRANSIT 115 T350EF RWD","BEV","LCV"
"FORD","TRANSIT 115 T350L RWD","BEV","LCV"
"FORD","TRANSIT 115 T350M RWD","BEV","LCV"
"FORD","TRANSIT 115 T460 RWD","BEV","LCV"
"FORD","TRANSIT 140 T460 RWD","BEV","LCV"
"FORD","TRANSIT 140 T460EL RWD","BEV","LCV"
"FORD","TRANSIT 190 LWB","BEV","LCV"
"FORD","TRANSIT 200 T350EL RWD","BEV","LCV"
"FORD","TRANSIT 350","BEV","LCV"
"FORD","MUSTANG MACH-E EXT RANGE RWD","BEV","CAR"
"FORD","MUSTANG MACH-E STD RANGE AWD","BEV","CAR"
"FORD","KUGA ST-LINE PHEV CVT","PHEV","CAR"
"FORD","KUGA BLACK PACKAGE ED PHEV CVT","PHEV","CAR"
"FORD","MUSTANG MACH-E STD RANGE RWD","BEV","CAR"
"FORD","MUSTANG MACH-E GT AWD","BEV","CAR"
"FORD","TRANSIT CONN T230 L90","BEV","LCV"
"FORD","MUSTANG MACH-E PRM EXT RNG","BEV","CAR"
"FORD","MUSTANG MACH-E FST ED XRNG","BEV","CAR"
"FORD","MUSTANG MACH-E EXT RANGE AWD","BEV","CAR"
"FORD","KUGA TITANIUM FRST ED PHEV CVT","PHEV","CAR"
"FORD","KUGA ST-LN X FIRST ED PHEV CVT","PHEV","CAR"
"FORD","KUGA ACTIVE PHEV CVT","PHEV","CAR"
"FORD","KUGA GRAPHITE TECH ED PHEV CVT","PHEV","CAR"
"FORD","KUGA ST-LINE EDITION PHEV CVT","PHEV","CAR"
"FORD","KUGA ST-LINE X ED PHEV","PHEV","CAR"
"FORD","KUGA ST-LINE FIRST ED PHEV CVT","PHEV","CAR"
"FORD","KUGA ST-LINE X ED PHEV CVT","PHEV","CAR"
"FORD","KUGA VIGNALE PHEV CVT","PHEV","CAR"
"FORD","KUGA ST-LINE X PHEV CVT","PHEV","CAR"
"FORD","KUGA TITANIUM PHEV CVT","PHEV","CAR"
"FORD","EXPLORER SELECT EV","BEV","CAR"
"FORD","MUSTANG MACH-E SEL STD RNG","BEV","CAR"
"FORD","EXPLORER PREMIUM EV","BEV","CAR"
"FORD","EXPLORER PREMIUM EV AWD","BEV","CAR"
"FORD","CAPRI SELECT EV","BEV","CAR"
"GENESIS","GV60 SPORT PLUS AWD","BEV","CAR"
"GENESIS","GV60 PREMIUM","BEV","CAR"
"GENESIS","GV60 SPORT AWD","BEV","CAR"
"GENESIS","GV70 SPORT E AWD","BEV","CAR"
"HONDA","ENY1 ADVANCE","BEV","CAR"
"HONDA","ENY1 ELEGANCE","BEV","CAR"
"HONDA","E ADVANCE","BEV","CAR"
"HYUNDAI","IONIQ 5 NAMSAN EDITION EV 4X4","BEV","CAR"
"HYUNDAI","IONIQ 5 PREMIUM EV 4X4","BEV","CAR"
"HYUNDAI","IONIQ 5 PROJECT 45 EV 4X4","BEV","CAR"
"HYUNDAI","IONIQ 6 FIRST EDITION EV 4X4","BEV","CAR"
"HYUNDAI","IONIQ 6 PREMIUM EV 4X4","BEV","CAR"
"HYUNDAI","IONIQ PREMIUM PHEV S-A","PHEV","CAR"
"HYUNDAI","IONIQ PREMIUM SE PHEV S-A","PHEV","CAR"
"HYUNDAI","KONA PREMIUM","BEV","CAR"
"HYUNDAI","KONA SE EV","BEV","CAR"
"HYUNDAI","KONA PREMIUM EV","BEV","CAR"
"HYUNDAI","IONIQ 5 ULTIMATE EV","BEV","CAR"
"HYUNDAI","KONA PREMIUM SE EV","BEV","CAR"
"HYUNDAI","IONIQ 5 PREMIUM EV","BEV","CAR"
"HYUNDAI","KONA ULTIMATE EV","BEV","CAR"
"HYUNDAI","IONIQ PREMIUM SE EV","BEV","CAR"
"HYUNDAI","KONA SE CONNECT EV","BEV","CAR"
"HYUNDAI","IONIQ 5 SE CONNECT EV","BEV","CAR"
"HYUNDAI","IONIQ 5 ULTIMATE EV 4X4","BEV","CAR"
"HYUNDAI","IONIQ 5 N EV 4X4","BEV","CAR"
"HYUNDAI","KONA N LINE S EV","BEV","CAR"
"HYUNDAI","KONA N LINE EV","BEV","CAR"
"HYUNDAI","IONIQ 6 PREMIUM EV","BEV","CAR"
"HYUNDAI","IONIQ 6 ULTIMATE EV","BEV","CAR"
"HYUNDAI","TUCSON ULTIMATE TGDI PHEV 4X4A","PHEV","CAR"
"HYUNDAI","IONIQ 5 NAMSAN EDITION EV","BEV","CAR"
"HYUNDAI","IONIQ 6 ULTIMATE EV 4X4","BEV","CAR"
"HYUNDAI","IONIQ 5 N LINE S","BEV","CAR"
"HYUNDAI","IONIQ PREMIUM EV","BEV","CAR"
"HYUNDAI","KONA ADVANCE EV","BEV","CAR"
"HYUNDAI","IONIQ 5 PROJECT 45 EV","BEV","CAR"
"HYUNDAI","TUCSON PREMIUM TGDI PHEV 4X4","PHEV","CAR"
"HYUNDAI","TUCSON PREMIUM TGDI PHEV 4X4 A","PHEV","CAR"
"HYUNDAI","TUCSON N LINE S TGDI PHEV 4X4A","PHEV","CAR"
"HYUNDAI","TUCSON N LINE T-GDI PHEV 4X4 A","PHEV","CAR"
"HYUNDAI","IONIQ 5 ADVANCE EV","BEV","CAR"
"HYUNDAI","IONIQ 6 FIRST EDITION EV","BEV","CAR"
"HYUNDAI","IONIQ 5 N LINE EV","BEV","CAR"
"HYUNDAI","TUCSON N LINE T-GDI PHEV","PHEV","CAR"
"HYUNDAI","IONIQ 9 ULTIMATE EV 4X4","BEV","CAR"
"HYUNDAI","INSTER 02 EV","BEV","CAR"
"JAGUAR","I-PACE R-DYNAMIC S","BEV","CAR"
"JAGUAR","I-PACE EV400 SE","BEV","CAR"
"JAGUAR","I-PACE EV400 HSE","BEV","CAR"
"JAGUAR","I-PACE R-DYNAMIC SE BLACK","BEV","CAR"
"JAGUAR","I-PACE HSE BLACK","BEV","CAR"
"JAGUAR","I-PACE EV400 FIRST EDITION","BEV","CAR"
"JAGUAR","I-PACE HSE","BEV","CAR"
"JAGUAR","I-PACE EV400 S","BEV","CAR"
"JAGUAR","I-PACE SE","BEV","CAR"
"JAGUAR","I-PACE SPORT","BEV","CAR"
"JAGUAR","I-PACE BLACK","BEV","CAR"
"JAGUAR","I-PACE S","BEV","CAR"
"JAGUAR","I-PACE R-DYNAMIC HSE BLACK","BEV","CAR"
"JEEP","AVENGER LONGITUDE EV","BEV","CAR"
"JEEP","AVENGER SUMMIT EV","BEV","CAR"
"JEEP","AVENGER ALTITUDE EV","BEV","CAR"
"JEEP","AVENGER 1ST EDITION EV","BEV","CAR"
"KIA","EV6 GT AWD","BEV","CAR"
"KIA","EV6 HORIZON","BEV","CAR"
"KIA","EV9 GT-LINE AWD","BEV","CAR"
"KIA","EV6 AIR","BEV","CAR"
"KIA","EV6 GT-LINE S","BEV","CAR"
"KIA","EV6 GT-LINE AWD","BEV","CAR"
"KIA","EV6 GT-LINE S AWD","BEV","CAR"
"KIA","EV9 AIR","BEV","CAR"
"KIA","NIRO 2 PHEV S-A","PHEV","CAR"
"KIA","NIRO 3 PHEV S-A","PHEV","CAR"
"KIA","NIRO FIRST EDITION EV","BEV","CAR"
"KIA","NIRO 4 PHEV S-A","PHEV","CAR"
"KIA","NIRO CONNECT PHEV S-A","PHEV","CAR"
"KIA","NIRO HORIZON EV","BEV","CAR"
"KIA","SOUL EV AUTO","BEV","CAR"
"KIA","NIRO 2 EV","BEV","CAR"
"KIA","NIRO 3 EV","BEV","CAR"
"KIA","NIRO 4 + EV","BEV","CAR"
"KIA","SOUL MAXX EV","BEV","CAR"
"KIA","SPORTAGE 3 PHEV 4X4 AUTO","PHEV","CAR"
"KIA","EV9 GT-LINE S AWD","BEV","CAR"
"KIA","SOUL URBAN EV","BEV","CAR"
"KIA","EV3 GT-LINE S","BEV","CAR"
"KIA","EV3 AIR","BEV","CAR"
"KIA","EV3 GT-LINE","BEV","CAR"
"KIA","SOUL EXPLORE EV","BEV","CAR"
"KIA","EV6 GT-LINE","BEV","CAR"
"KIA","NIRO 4 EV","BEV","CAR"
"KIA","SOUL FIRST EDITION EV","BEV","CAR"
