"Make","Model","Fuel Type","Vehicle Type"
"TESLA","MODEL X PLAID AWD","BEV","CAR"
"TESLA","MODEL X STANDARD RANGE AWD","BEV","CAR"
"TESLA","MODEL Y LONG RANGE AWD","BEV","CAR"
"TESLA","MODEL Y RWD","BEV","CAR"
"TESLA","MODEL 3 PERFORMANCE AWD","BEV","CAR"
"TESLA","MODEL 3 STANDARD RANGE +","BEV","CAR"
"TESLA","MODEL 3","BEV","CAR"
"TESLA","MODEL Y PERFORMANCE AWD","BEV","CAR"
"TESLA","MODEL X P100D","BEV","CAR"
"TESLA","MODEL 3 LONG RANGE RWD","BEV","CAR"
"TESLA","MODEL 3 LONG RANGE AWD","BEV","CAR"
"TESLA","MODEL Y LONG RANGE RWD","BEV","CAR"
"TOYOTA","E VITARA ULTRA","BEV","CAR"
"TOYOTA","BZ4X VISION AWD","BEV","CAR"
"TOYOTA","C-HR DESIGN PHEV AUTO","PHEV","CAR"
"TOYOTA","RAV4 DESIGN PHEV AUTO","PHEV","CAR"
"TOYOTA","C-HR GR SPORT PHEV AUTO","PHEV","CAR"
"TOYOTA","BZ4X VISION","BEV","CAR"
"TOYOTA","BZ4X MOTION AWD","BEV","CAR"
"TOYOTA","BZ4X MOTION","BEV","CAR"
"TOYOTA","BZ4X PURE","BEV","CAR"
"TOYOTA","RAV4 GR SPORT PHEV AUTO","PHEV","CAR"
"VAUXHALL","2008 GT EV","BEV","CAR"
"VAUXHALL","GRANDLAND ULTIMATE EV","BEV","CAR"
"VAUXHALL","COMBO-E LIFE SE","BEV","CAR"
"VAUXHALL","COMBO 2000 PRO TURBO D S/S","BEV","LCV"
"VAUXHALL","CORSA","BEV","CAR"
"VAUXHALL","ASTRA CLUB 8V","BEV","CAR"
"VAUXHALL","MOKKA DESIGN EV","BEV","CAR"
"VAUXHALL","CORSA E ELITE PREMIUM","BEV","CAR"
"VAUXHALL","CORSA E ELITE NAV","BEV","CAR"
"VAUXHALL","COMBO LIFE DESIGN EV","BEV","CAR"
"VAUXHALL","COMBO LIFE ULTIMATE EV","BEV","CAR"
"VAUXHALL","COMBO-E 2300 PRO","BEV","LCV"
"VAUXHALL","COMBO-E 2300 SPORTIVE","BEV","LCV"
"VAUXHALL","GRANDLAND X SE NAV HYBRID AUTO","PHEV","CAR"
"VAUXHALL","GRANDLAND X ELITE NAV HYBRID A","PHEV","CAR"
"VAUXHALL","GRANDLAND GSE PHEV AWD AUTO","PHEV","CAR"
"VAUXHALL","GRANDLAND ELITE PHEV AUTO","PHEV","CAR"
"VAUXHALL","CORSA E SRI NAV PREMIUM","BEV","CAR"
"VAUXHALL","CORSA E ULTIMATE","BEV","CAR"
"VAUXHALL","CORSA DESIGN EV","BEV","CAR"
"VAUXHALL","CORSA E ELITE NAV PREMIUM","BEV","CAR"
"VAUXHALL","CORSA E SRI PREMIUM","BEV","CAR"
"VAUXHALL","CORSA E SE NAV PREMIUM","BEV","CAR"
"VAUXHALL","CORSA E SE NAV","BEV","CAR"
"VAUXHALL","CORSA GS EV","BEV","CAR"
"VAUXHALL","COMBO-E 2300 PRIME","BEV","LCV"
"VAUXHALL","CORSA E ANNIVERSARY EDITION","BEV","CAR"
"VAUXHALL","CORSA E GS LINE","BEV","CAR"
"VAUXHALL","CORSA ULTIMATE EV","BEV","CAR"
"VAUXHALL","CORSA YES EV","BEV","CAR"
"VAUXHALL","COMBO-E PRO M","BEV","LCV"
"VAUXHALL","COMBO-E PRIME M","BEV","LCV"
"VAUXHALL","COMBO-E 2300 DYNAMIC","BEV","LCV"
"VAUXHALL","CORSA E SE PREMIUM","BEV","CAR"
"VAUXHALL","CORSA E GRIFFIN","BEV","CAR"
"VAUXHALL","MOKKA ULTIMATE NAV EV","BEV","CAR"
"VAUXHALL","MOKKA X ELITE NAV CDTI ETEC SS","BEV","LCV"
"VAUXHALL","VIVARO F3100 GS EV","BEV","LCV"
"VAUXHALL","VIVARO F3100 PRO EV","BEV","LCV"
"VAUXHALL","VIVARO LIFE DESIGN EV","BEV","CAR"
"VAUXHALL","VIVARO PRIME M EV","BEV","LCV"
"VAUXHALL","VIVARO PRIME XL EV","BEV","LCV"
"VAUXHALL","VIVARO-E 2900 DYNAMIC","BEV","LCV"
"VAUXHALL","VIVARO-E LIFE EDITION","BEV","CAR"
"VAUXHALL","MOKKA SE PREMIUM EV","BEV","CAR"
"VAUXHALL","MOKKA GS EV","BEV","CAR"
"VAUXHALL","VIVARO LIFE ULTIMATE EV","BEV","CAR"
"VAUXHALL","MOKKA ULTIMATE EV","BEV","CAR"
"VAUXHALL","MOKKA E SRI PREMIUM","BEV","CAR"
"VAUXHALL","VIVARO-E LIFE COMBI","BEV","CAR"
"VAUXHALL","MOKKA E GS LINE","BEV","CAR"
"VAUXHALL","MOKKA ELITE PREMIUM EV","BEV","CAR"
"VAUXHALL","MOKKA ULTIMATE EDITION EV","BEV","CAR"
"VAUXHALL","MOKKA ELITE NAV PREMIUM EV","BEV","CAR"
"VAUXHALL","VIVARO-E 3100 DYNAMIC","BEV","LCV"
"VAUXHALL","VIVARO F3100 PRIME EV","BEV","LCV"
"VAUXHALL","VIVARO-E 3100 ELITE","BEV","LCV"
"VAUXHALL","VIVARO LIFE COMBI EV","BEV","CAR"
"VAUXHALL","VIVARO-E LIFE ELITE","BEV","CAR"
"VAUXHALL","MOKKA LAUNCH EDITION EV","BEV","CAR"
"VAUXHALL","MOKKA GRIFFIN EV","BEV","CAR"
"VAUXHALL","ASTRA BELMONT L","BEV","CAR"
"VAUXHALL","ASTRA DESIGN EV","BEV","CAR"
"VAUXHALL","ASTRA CLUB CDTI","BEV","CAR"
"VAUXHALL","ASTRA ULTIMATE EV","BEV","CAR"
"VAUXHALL","ASTRA GS EV","BEV","CAR"
"VAUXHALL","GRANDLAND GS LINE PHEV AWD A","PHEV","CAR"
"VAUXHALL","ASTRA BUSINESS ELEGANCE PHEV A","PHEV","CAR"
"VAUXHALL","GRANDLAND GS LINE PHEV AUTO","PHEV","CAR"
"VAUXHALL","GRANDLAND X BNESS ED NAV HYB A","PHEV","CAR"
"VAUXHALL","GRANDLAND ULTIMATE PHEV AUTO","PHEV","CAR"
"VAUXHALL","ASTRA DESIGN PHEV AUTO","PHEV","CAR"
"VAUXHALL","GRANDLAND GS PHEV AUTO","PHEV","CAR"
"VAUXHALL","G-LAND X BNESS ED NV PRM HYB A","PHEV","CAR"
"VAUXHALL","GRANDLAND X ELITE NAV HYB4 A","PHEV","CAR"
"VAUXHALL","G-LAND X BSNS ED NV PRM HYB4 A","PHEV","CAR"
"VAUXHALL","ASTRA GS LINE PHEV AUTO","PHEV","CAR"
"VAUXHALL","GRANDLAND X BNESS ED NV HYB4 A","PHEV","CAR"
"VAUXHALL","GRANDLAND SRI PHEV AUTO","PHEV","CAR"
"VAUXHALL","ASTRA GSE PHEV AUTO","PHEV","CAR"
"VAUXHALL","GRANDLAND X SRI NAV HYBRID A","PHEV","CAR"
"VAUXHALL","GRANDLAND DESIGN PHEV AUTO","PHEV","CAR"
"VAUXHALL","ASTRA ULTIMATE PHEV AUTO","PHEV","CAR"
"VAUXHALL","GRANDLAND X SRI NAV HYBRID4 A","PHEV","CAR"
"VAUXHALL","GRANDLAND X ULTIMTE NAV HYB4 A","PHEV","CAR"
"VAUXHALL","ASTRA GS PHEV AUTO","PHEV","CAR"
"VAUXHALL","MOKKA SRI NAV PREMIUM EV","BEV","CAR"
"VAUXHALL","GRANDLAND GS EV","BEV","CAR"
"VAUXHALL","G-LAND X BSNS ED NV","PHEV","CAR"
"VAUXHALL","MOKKA SE NAV PREMIUM EV","BEV","CAR"
"VOLKSWAGEN","ID4 GTX EDITION","BEV","CAR"
"VOLKSWAGEN","ID4 BLACK EDITION","BEV","CAR"
"VOLKSWAGEN","ID3 PRO MATCH","BEV","CAR"
"VOLKSWAGEN","ID BUZZ COMMERCE +","BEV","CAR"
"VOLKSWAGEN","ID3 PRO LAUNCH EDITION 1","BEV","CAR"
"VOLKSWAGEN","ID BUZZ 1ST EDITION","BEV","CAR"
"VOLKSWAGEN","ID BUZZ LIFE","BEV","CAR"
"VOLKSWAGEN","ID BUZZ STYLE","BEV","CAR"
"VOLKSWAGEN","ID3 CITY","BEV","CAR"
"VOLKSWAGEN","ID3 PRO BUSINESS","BEV","CAR"
"VOLKSWAGEN","ID3 PRO LAUNCH EDITION 3","BEV","CAR"
"VOLKSWAGEN","ID3 PRO S","BEV","CAR"
"VOLKSWAGEN","ID3 PRO S ESSENTIAL","BEV","CAR"
"VOLKSWAGEN","ID3 PRO S LAUNCH EDITION 4","BEV","CAR"
"VOLKSWAGEN","ID3 LIFE","BEV","CAR"
"VOLKSWAGEN","E-UP","BEV","CAR"
"VOLKSWAGEN","ID3 FAMILY","BEV","CAR"
"VOLKSWAGEN","ID3 MAX","BEV","CAR"
"VOLKSWAGEN","ID3 BUSINESS","BEV","CAR"
"VOLKSWAGEN","ID3 PRO","BEV","CAR"
"VOLKSWAGEN","ID3 1ST EDITION","BEV","CAR"
"VOLKSWAGEN","ID3 PRO LAUNCH EDITION 2","BEV","CAR"
"VOLKSWAGEN","ID3 PRO ESSENTIAL","BEV","CAR"
"VOLKSWAGEN","ID BUZZ COMMERCE","BEV","CAR"
"VOLKSWAGEN","ID3 PRO S TOUR","BEV","CAR"
"VOLKSWAGEN","ID3 PRO STYLE","BEV","CAR"
"VOLKSWAGEN","ID4 GTX MAX","BEV","CAR"
"VOLKSWAGEN","ID4 LIFE EDITION 4MOTION","BEV","CAR"
"VOLKSWAGEN","ID5 GTX","BEV","CAR"
"VOLKSWAGEN","ID5 GTX MAX","BEV","CAR"
"VOLKSWAGEN","ID5 MAX PRO","BEV","CAR"
"VOLKSWAGEN","ID5 STYLE PRO","BEV","CAR"
"VOLKSWAGEN","ID5 TECH PRO","BEV","CAR"
"VOLKSWAGEN","ID7 PRO LAUNCH EDITION 1","BEV","CAR"
"VOLKSWAGEN","UP","BEV","CAR"
"VOLKSWAGEN","ID4 CITY","BEV","CAR"
"VOLKSWAGEN","ID5 GTX STYLE","BEV","CAR"
"VOLKSWAGEN","ID4 MAX","BEV","CAR"
"VOLKSWAGEN","ID7 MATCH PRO","BEV","CAR"
"VOLKSWAGEN","ID4 LIFE","BEV","CAR"
"VOLKSWAGEN","ID3 TOUR","BEV","CAR"
"VOLKSWAGEN","ID5 MATCH PRO","BEV","CAR"
"VOLKSWAGEN","ID4 FAMILY","BEV","CAR"
"VOLKSWAGEN","ID4 1ST EDITION","BEV","CAR"
"VOLKSWAGEN","ID3 STYLE","BEV","CAR"
"VOLKSWAGEN","ID3 PRO S MATCH","BEV","CAR"
"VOLKSWAGEN","ID4 LIFE EDITION","BEV","CAR"
"VOLKSWAGEN","ID3 TECH","BEV","CAR"
"VOLKSWAGEN","ID4 GTX","BEV","CAR"
"VOLKSWAGEN","ID4 MATCH PRO 4MOTION","BEV","CAR"
"VOLKSWAGEN","ID4 MATCH PRO","BEV","CAR"
"VOLKSWAGEN","ID5 STYLE PRO PERFORMANCE","BEV","CAR"
"VOLKSWAGEN","ID4 STYLE EDITION","BEV","CAR"
"VOLKSWAGEN","ID5 TECH PRO PERFORMANCE","BEV","CAR"
"VOLKSWAGEN","ID4 STYLE","BEV","CAR"
"VOLKSWAGEN","ID5 MAX PRO PERFORMANCE","BEV","CAR"
"VOLKSWAGEN","E-GOLF","BEV","CAR"
"VOLKSWAGEN","ID.7 MATCH PRO S +","BEV","CAR"
"VOLKSWAGEN","ID3 PRO S LAUNCH EDITION","BEV","CAR"
"VOLKSWAGEN","ID7 MATCH PRO S +","BEV","CAR"
"VOLKSWAGEN","ID7 MATCH PRO S","BEV","CAR"
"VOLKSWAGEN","PASSAT LIFE PHEV S-A","BEV","CAR"
"VOLVO","XC60 ULTIMTE T8 RECHARGE AWD","PHEV","CAR"
"VOLVO","XC60 ULTRA T8 PHEV AWD","PHEV","CAR"
"VOLVO","XC60 INSCRPT EXP T6RCHRG AWD","PHEV","CAR"
"VOLVO","XC60 + T6 RECHARGE AWD","PHEV","CAR"
"VOLVO","S60 + T8 RECHARGE AWD","PHEV","CAR"
"VOLVO","XC90 MOMENTUM T8 PHEV AWD","PHEV","CAR"
"VOLVO","C40 ULTIMTE RCHRGE TWIN EV","BEV","CAR"
"VOLVO","XC90 RDESGN PRO T8 RCHRG","PHEV","CAR"
"VOLVO","S90 INSCRIPTION T8 RCHRG AWD","PHEV","CAR"
"VOLVO","C40 + RECHARGE TWIN EV AWD","BEV","CAR"
"VOLVO","C40 CORE RECHARGE TWIN EV AWD","BEV","CAR"
"VOLVO","C40 PRO RECHARGE TWIN EV AWD","BEV","CAR"
"VOLVO","C40 ULTIMTE RCHRGE TWIN EV AWD","BEV","CAR"
"VOLVO","EC40 PLUS","BEV","CAR"
"VOLVO","EC40 ULTRA","BEV","CAR"
"VOLVO","EC40 ULTRA AWD","BEV","CAR"
"VOLVO","C40 + RECHARGE EV","BEV","CAR"
"VOLVO","C40 CORE RECHARGE EV","BEV","CAR"
"VOLVO","C40 ULTIMATE RECHARGE EV","BEV","CAR"
"VOLVO","XC40 + T4 RECHARGE AUTO","PHEV","CAR"
"VOLVO","XC40 CORE RECHARGE TWIN EV AWD","BEV","CAR"
"VOLVO","XC40 CORE T4 RECHARGE AUTO","PHEV","CAR"
"VOLVO","XC40 INSCRIPT PRO T5 RCHARGE A","PHEV","CAR"
"VOLVO","XC40 INSCRIPTION EXP T4RCHRG A","PHEV","CAR"
"VOLVO","XC40 INSCRIPTION PRO T5 PHEV A","PHEV","CAR"
"VOLVO","XC40 INSCRIPTION T5 PHEV AUTO","PHEV","CAR"
"VOLVO","XC40 INSCRIPTION T5 RECHARGE A","PHEV","CAR"
"VOLVO","XC40 PLUS RECHARGE TWIN EV AWD","BEV","CAR"
"VOLVO","XC40 PRO RECHARGE TWIN EV AWD","BEV","CAR"
"VOLVO","XC40 R-DESIGN PRO T5 PHEV AUTO","PHEV","CAR"
"VOLVO","XC40 R-DESIGN T5 PHEV AUTO","PHEV","CAR"
"VOLVO","XC40 RDESIGN PRO T5 RECHARGE A","PHEV","CAR"
"VOLVO","XC40 ULTIMATE T5 RECHARGE AUTO","PHEV","CAR"
"VOLVO","XC40 ULTMTE RCHRGE TWIN EV AWD","BEV","CAR"
"VOLVO","XC60 + BLACK ED T6 PHEV AWD A","PHEV","CAR"
"VOLVO","EX40 ULTRA","BEV","CAR"
"VOLVO","XC40 FIRST EDITION P8 AWD","BEV","CAR"
"VOLVO","XC40 PLUS RECHARGE EV","BEV","CAR"
"VOLVO","XC40 RECHARGE TWIN EV AWD","BEV","CAR"
"VOLVO","XC40 INSCRIPTION T4 RECHARGE A","PHEV","CAR"
"VOLVO","XC40 PRO RECHARGE EV","BEV","CAR"
"VOLVO","XC40 R-DESIGN T4 RECHARGE AUTO","PHEV","CAR"
"VOLVO","XC40 CORE RECHARGE EV","BEV","CAR"
"VOLVO","XC40 ULTIMATE RECHARGE EV","BEV","CAR"
"VOLVO","V60 P-STAR ENGRD T8 PHEV AWD A","PHEV","CAR"
"VOLVO","V60 INSCRIPTION T6 RCHRG AWD A","PHEV","CAR"
"VOLVO","V60 R-DESIGN T6 RECHARGE AWD A","PHEV","CAR"
"VOLVO","XC40 R-DESIGN P8 AWD","BEV","CAR"
"VOLVO","XC40 R-DESIGN T5 RECHARGE AUTO","PHEV","CAR"
"VOLVO","S90 INSCRIPTION + T8 PHEV A A","PHEV","CAR"
"VOLVO","S90 + T8 RECHARGE AWD AUTO","PHEV","CAR"
"VOLVO","S90 R-DESIGN PRO T8 PHEV AWD A","PHEV","CAR"
"VOLVO","S90 R-DESIGN + T8 PHEV AWD A","PHEV","CAR"
"VOLVO","S90 INSCRPT PRO T8 PHEV AWD A","PHEV","CAR"
"VOLVO","S90 R-DESIGN T8 RECHARGE AWD A","PHEV","CAR"
"VOLVO","S90 INSCRIPTION T8 RCHRG AWD A","PHEV","CAR"
"VOLVO","S90 ULTIMATE T8 RECHARGE AWD A","PHEV","CAR"
"VOLVO","V90 INSCRIPTION T6 RCHRG AWD A","PHEV","CAR"
"VOLVO","V90 INSCRPT PRO T8 PHEV AWD A","PHEV","CAR"
"VOLVO","V90 ULTIMATE T6 RECHARGE AWD A","PHEV","CAR"
"VOLVO","V90 ULTIMATE T8 RECHARGE AWD A","PHEV","CAR"
"VOLVO","V90 R-DESIGN + T8 PHEV AWD A","PHEV","CAR"
"VOLVO","V90 INSCRIPTION + T8 PHEV A A","PHEV","CAR"
"VOLVO","V90 R-DESIGN PRO T8 PHEV AWD A","PHEV","CAR"
"VOLVO","V90 R-DESIGN T6 RECHARGE AWD A","PHEV","CAR"
"VOLVO","V90 + T6 RECHARGE AWD AUTO","PHEV","CAR"
"VOLVO","XC60 + BLK ED T6 RECHRGE AWD A","PHEV","CAR"
"VOLVO","XC60 + T6 PHEV AWD AUTO","PHEV","CAR"
"VOLVO","XC60 + T6 RECHARGE AWD AUTO","PHEV","CAR"
"VOLVO","XC60 CORE T6 PHEV AWD AUTO","PHEV","CAR"
"VOLVO","XC60 CORE T6 RECHARGE AWD AUTO","PHEV","CAR"
"VOLVO","XC60 INSCRIPT T6 RCHARGE AWD A","PHEV","CAR"
"VOLVO","XC60 INSCRIPTION T8 PHEV AWD A","PHEV","CAR"
"VOLVO","XC60 INSCRP PRO T8RECHRG AWD A","PHEV","CAR"
"VOLVO","XC60 INSCRPT EXP T6RCHRG AWD A","PHEV","CAR"
"VOLVO","XC60 INSCRPT PRO T8 PHEV AWD A","PHEV","CAR"
"VOLVO","XC60 P-STR ENGRD T8RCHRG AWD A","PHEV","CAR"
"VOLVO","XC60 PSTAR ENGRD T8 PHEV AWD A","PHEV","CAR"
"VOLVO","XC60 R-DESIGN T6 AWD AUTO","PHEV","CAR"
"VOLVO","XC60 R-DESIGN T6 RCHARG AWD A","PHEV","CAR"
"VOLVO","XC60 R-DESIGN T8 PHEV AWD AUTO","PHEV","CAR"
"VOLVO","XC60 RDESGN PRO T8 RCHRG AWD A","PHEV","CAR"
"VOLVO","XC60 RDESIGN PRO T8 PHEV AWD A","PHEV","CAR"
"VOLVO","XC60 ULTIMTE T8 RECHARGE AWD A","PHEV","CAR"
"VOLVO","XC60 ULTM BLK ED T8RCHRG AWD A","PHEV","CAR"
"VOLVO","XC60 ULTRA BLK ED T8PHEV AWD A","PHEV","CAR"
"VOLVO","XC60 ULTRA T8 PHEV AWD AUTO","PHEV","CAR"
"VOLVO","XC90 + T8 PHEV AWD AUTO","PHEV","CAR"
"VOLVO","XC90 + T8 RECHARGE AWD AUTO","PHEV","CAR"
"VOLVO","XC90 CORE T8 PHEV AWD AUTO","PHEV","CAR"
"VOLVO","XC90 CORE T8 RECHARGE AWD AUTO","PHEV","CAR"
"VOLVO","XC90 INSCRIPT PRO T8 PHEV A A","PHEV","CAR"
"VOLVO","XC90 INSCRIPTION T8 PHEV AWD A","PHEV","CAR"
"VOLVO","XC90 INSCRP EXP T8RCHRGE AWD A","PHEV","CAR"
"VOLVO","XC90 INSCRP PRO T8RCHRGE AWD A","PHEV","CAR"
"VOLVO","XC90 INSCRPT PRO T8 PHEV AWD A","PHEV","CAR"
"VOLVO","XC90 INSCRPT T8 RCHARGE AWD A","PHEV","CAR"
"VOLVO","XC90 MOMENTM PRO T8 PHEV AWD A","PHEV","CAR"
"VOLVO","XC90 MOMENTUM T8 PHEV AWD AUTO","PHEV","CAR"
"VOLVO","XC90 MOMENTUM T8 RCHRG AWD A","PHEV","CAR"
"VOLVO","XC90 R-DESIGN T8 PHEV AWD AUTO","PHEV","CAR"
"VOLVO","XC90 R-DESIGN T8 RCHARGE AWD A","PHEV","CAR"
"VOLVO","XC90 RDESGN PRO T8 RCHRG AWD A","PHEV","CAR"
"VOLVO","XC90 RDESIGN PRO T8 PHEV AWD A","PHEV","CAR"
"VOLVO","XC90 T8 INSCRIPTION T-ENGINE A","PHEV","CAR"
"VOLVO","XC90 T8 MOMENTUM TWIN ENGINE A","PHEV","CAR"
"VOLVO","XC90 T8 R-DESIGN TWIN ENGINE A","PHEV","CAR"
"VOLVO","XC90 ULTIMATE T8 RECHRGE AWD A","PHEV","CAR"
"VOLVO","XC90 ULTRA T8 PHEV AWD AUTO","PHEV","CAR"
"VOLVO","XC60 INSCRPT PRO T8 PHEV","PHEV","CAR"
"VOLVO","XC90 INSCRPT T8 RCHARGE AWD","PHEV","CAR"
"VOLVO","XC40 ULTMTE RCHRGE TWIN EV","BEV","CAR"
"VOLVO","C40 PRO RECHARGE TWIN EV","BEV","CAR"
"VOLVO","EX40 PLUS","BEV","CAR"
"VOLVO","XC40 RDESIGN PRO T5 RECHARGE","PHEV","CAR"
"VOLVO","EX40 CORE","BEV","CAR"
"VOLVO","EX40 ULTRA AWD","BEV","CAR"
"VOLVO","EX40 PLUS AWD","BEV","CAR"
"VOLVO","XC40 PLUS RECHARGE TWIN EV","BEV","CAR"
"VOLVO","EX30 PLUS","BEV","CAR"
"VOLVO","XC40 INSCRIPT PRO T5 RCHARGE","PHEV","CAR"
"VOLVO","EX30 ULTRA","BEV","CAR"
"VOLVO","XC60 RDESIGN PRO T8 PHEV","PHEV","CAR"
"VOLVO","XC60 INSCRIPTION T8 PHEV AWD","PHEV","CAR"
"VOLVO","XC90 ULTIMATE T8 RECHRGE AWD","PHEV","CAR"
"VOLVO","XC90 R-DESIGN T8 RCHARGE AWD","PHEV","CAR"
"VOLVO","XC60 R-DESIGN T8 PHEV AWD","PHEV","CAR"
"VOLVO","XC60 INSCRIPT T6 RCHARGE AWD","PHEV","CAR"
"VOLVO","V90 INSCRPT PRO T8 PHEV","PHEV","CAR"
"VOLVO","XC60 RDESGN PRO T8 RCHRG","PHEV","CAR"
"VOLVO","XC90 T8 MOMENTUM TWIN ENGINE","PHEV","CAR"
"VOLVO","XC60 R-DESIGN T6 RCHARG AWD","PHEV","CAR"
"VOLVO","XC90 + T8 RECHARGE AWD","PHEV","CAR"
"VOLVO","V60 R-DESIGN T6 RECHARGE AWD","PHEV","CAR"
"VOLVO","V60 ULTIMATE T6 RECHARGE AWD A","PHEV","CAR"
"VOLVO","V60 P-STAR ENGRD T8RCHRG AWD A","PHEV","CAR"
"VOLVO","V60 + T6 RECHARGE AWD AUTO","PHEV","CAR"
"VOLVO","V60 ULTIMATE T8 RECHARGE AWD A","PHEV","CAR"
"VOLVO","V60 R-DESIGN LUX NAV D6 TE A","BEV","CAR"
"VOLVO","V60 R-DESIGN + T8 PHEV AWD A","PHEV","CAR"
"VOLVO","V60 PLUG-IN HYBRID AWD D6 AUTO","PHEV","CAR"
"VOLVO","V60 INSCRIPTION T6 RCHRG AWD","PHEV","CAR"
"ŠKODA","ENYAQ IV 80 SPORTLINE","BEV","CAR"
"ŠKODA","ENYAQ 60 EDITION","BEV","CAR"
"ŠKODA","ENYAQ 60","BEV","CAR"
"ŠKODA","ENYAQ IV 80","BEV","CAR"
"ŠKODA","ELROQ SE","BEV","CAR"
"ŠKODA","ENYAQ IV 60","BEV","CAR"
"ŠKODA","ENYAQ IV 80 SUITE","BEV","CAR"
"ŠKODA","ENYAQ 50","BEV","CAR"
"ŠKODA","ENYAQ EDITION","BEV","CAR"
"ŠKODA","ENYAQ IV 80 SPORTLINE +","BEV","CAR"
"ŠKODA","ELROQ SPORTLINE","BEV","CAR"
